id,age,genre,taille,regular_eating,sorbet_fraise,sorbet_framboise,sorbet_passion,sorbet_citron,creme_glacee_vanille,creme_glacee_chocolat,creme_glacee_rhumraisins,creme_glacee_caramel,comment
757,NA,homme,100.27663701690585,Non renseigné,Non renseigné,2_moyennement,0_pas_du_tout,3_beaucoup,Non renseigné,4_énormément,Non renseigné,Non renseigné,NA
758,57,homme,175.77422440108592,Non,1_un peu,1_un peu,0_pas_du_tout,3_beaucoup,Non renseigné,0_pas_du_tout,4_énormément,Non renseigné,NA
759,NA,homme,168.31195081785245,Oui,1_un peu,0_pas_du_tout,1_un peu,4_énormément,3_beaucoup,2_moyennement,2_moyennement,4_énormément,NA
760,8,homme,121.68991208411407,Non renseigné,0_pas_du_tout,1_un peu,0_pas_du_tout,0_pas_du_tout,4_énormément,0_pas_du_tout,4_énormément,3_beaucoup,NA
761,72,homme,NA,Oui,3_beaucoup,2_moyennement,4_énormément,3_beaucoup,2_moyennement,3_beaucoup,Non renseigné,Non renseigné,NA
762,20,homme,175.9904564278502,Non renseigné,1_un peu,2_moyennement,NA,1_un peu,3_beaucoup,1_un peu,1_un peu,Non renseigné,NA
763,55,NA,NA,Non,2_moyennement,2_moyennement,Non renseigné,2_moyennement,4_énormément,3_beaucoup,2_moyennement,Non renseigné,NA
764,11,homme,134.42317984168517,Oui,0_pas_du_tout,Non renseigné,0_pas_du_tout,0_pas_du_tout,4_énormément,2_moyennement,4_énormément,Non renseigné,NA
765,11,homme,133.14024325979705,Oui,1_un peu,3_beaucoup,2_moyennement,2_moyennement,3_beaucoup,4_énormément,4_énormément,Non renseigné,NA
766,54,femme,164.71042762017035,Non renseigné,1_un peu,Non renseigné,0_pas_du_tout,3_beaucoup,4_énormément,4_énormément,2_moyennement,Non renseigné,NA
767,34,femme,165.62769135452217,Non renseigné,2_moyennement,4_énormément,4_énormément,0_pas_du_tout,2_moyennement,2_moyennement,2_moyennement,Non renseigné,NA
768,17,femme,163.92980343245543,Non renseigné,1_un peu,3_beaucoup,1_un peu,1_un peu,Non renseigné,3_beaucoup,3_beaucoup,2_moyennement,NA
769,NA,non binaire,NA,Non renseigné,1_un peu,4_énormément,Non renseigné,0_pas_du_tout,3_beaucoup,0_pas_du_tout,2_moyennement,Non renseigné,NA
770,79,NA,171.90836116103966,Non,2_moyennement,2_moyennement,3_beaucoup,3_beaucoup,Non renseigné,4_énormément,3_beaucoup,1_un peu,NA
771,25,homme,177.22419992905114,Oui,Non renseigné,0_pas_du_tout,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,2_moyennement,Non renseigné,NA
772,38,homme,173.11441738879986,Non renseigné,0_pas_du_tout,4_énormément,3_beaucoup,3_beaucoup,0_pas_du_tout,Non renseigné,2_moyennement,4_énormément,NA
773,27,homme,171.14254698091722,Oui,4_énormément,1_un peu,1_un peu,2_moyennement,4_énormément,0_pas_du_tout,4_énormément,Non renseigné,NA
774,79,femme,164.95695878716433,Oui,Non renseigné,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,4_énormément,1_un peu,Non renseigné,1_un peu,NA
775,NA,homme,164.1255708406369,Oui,1_un peu,0_pas_du_tout,4_énormément,0_pas_du_tout,4_énormément,Non renseigné,4_énormément,Non renseigné,NA
776,3,NA,96.2655668602957,Non,0_pas_du_tout,Non renseigné,1_un peu,3_beaucoup,3_beaucoup,3_beaucoup,2_moyennement,Non renseigné,NA
777,75,NA,168.43564766795228,Non,3_beaucoup,3_beaucoup,1_un peu,0_pas_du_tout,1_un peu,4_énormément,1_un peu,1_un peu,NA
778,5,femme,103.86190381757336,Non,Non renseigné,0_pas_du_tout,1_un peu,3_beaucoup,1_un peu,1_un peu,2_moyennement,Non renseigné,NA
779,31,homme,177.69657939349696,Non,2_moyennement,3_beaucoup,3_beaucoup,0_pas_du_tout,1_un peu,2_moyennement,4_énormément,Non renseigné,NA
780,NA,homme,165.35773560296818,Non,0_pas_du_tout,Non renseigné,1_un peu,0_pas_du_tout,3_beaucoup,1_un peu,0_pas_du_tout,Non renseigné,NA
781,50,femme,168.9782948322488,Non renseigné,1_un peu,1_un peu,4_énormément,1_un peu,4_énormément,Non renseigné,4_énormément,2_moyennement,NA
782,66,homme,164.6982326493702,Oui,0_pas_du_tout,2_moyennement,0_pas_du_tout,0_pas_du_tout,4_énormément,1_un peu,2_moyennement,1_un peu,NA
783,42,homme,171.22395931347458,Oui,2_moyennement,0_pas_du_tout,1_un peu,2_moyennement,3_beaucoup,Non renseigné,0_pas_du_tout,1_un peu,NA
784,50,homme,167.23952655667682,Non,3_beaucoup,4_énormément,4_énormément,4_énormément,4_énormément,1_un peu,1_un peu,Non renseigné,NA
785,74,femme,169.0545201811982,Non,4_énormément,1_un peu,3_beaucoup,4_énormément,Non renseigné,3_beaucoup,3_beaucoup,Non renseigné,NA
786,55,homme,167.64886332370406,Non renseigné,3_beaucoup,3_beaucoup,1_un peu,2_moyennement,3_beaucoup,3_beaucoup,0_pas_du_tout,Non renseigné,NA
787,NA,femme,165.2840651259228,Non renseigné,0_pas_du_tout,3_beaucoup,2_moyennement,0_pas_du_tout,Non renseigné,2_moyennement,Non renseigné,4_énormément,NA
788,36,femme,162.11310361120917,Oui,3_beaucoup,Non renseigné,0_pas_du_tout,3_beaucoup,Non renseigné,3_beaucoup,2_moyennement,Non renseigné,NA
789,NA,femme,155.40183241607198,Oui,4_énormément,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,Non renseigné,3_beaucoup,1_un peu,Non renseigné,NA
790,16,femme,NA,Non,4_énormément,4_énormément,0_pas_du_tout,3_beaucoup,1_un peu,4_énormément,3_beaucoup,0_pas_du_tout,NA
791,NA,NA,175.5750089855322,Non renseigné,0_pas_du_tout,2_moyennement,4_énormément,4_énormément,2_moyennement,2_moyennement,1_un peu,Non renseigné,NA
792,7,femme,115.70454178682166,Non renseigné,3_beaucoup,0_pas_du_tout,0_pas_du_tout,3_beaucoup,4_énormément,2_moyennement,4_énormément,2_moyennement,NA
793,27,femme,154.8675079002344,Non,0_pas_du_tout,4_énormément,Non renseigné,0_pas_du_tout,1_un peu,3_beaucoup,0_pas_du_tout,2_moyennement,NA
794,9,non binaire,NA,Oui,3_beaucoup,3_beaucoup,0_pas_du_tout,0_pas_du_tout,Non renseigné,Non renseigné,3_beaucoup,Non renseigné,NA
795,72,homme,171.92513088685973,Oui,2_moyennement,3_beaucoup,1_un peu,2_moyennement,1_un peu,3_beaucoup,2_moyennement,4_énormément,NA
796,39,homme,170.12702263152983,Non renseigné,2_moyennement,0_pas_du_tout,3_beaucoup,1_un peu,Non renseigné,0_pas_du_tout,3_beaucoup,2_moyennement,NA
797,38,femme,159.05078521417983,Non renseigné,1_un peu,2_moyennement,2_moyennement,3_beaucoup,4_énormément,Non renseigné,3_beaucoup,Non renseigné,NA
798,46,femme,NA,Non,0_pas_du_tout,4_énormément,3_beaucoup,0_pas_du_tout,3_beaucoup,Non renseigné,0_pas_du_tout,3_beaucoup,NA
799,56,femme,161.1878783531385,Non renseigné,0_pas_du_tout,4_énormément,4_énormément,Non renseigné,2_moyennement,Non renseigné,3_beaucoup,Non renseigné,NA
800,25,NA,161.30141320586412,Non renseigné,0_pas_du_tout,0_pas_du_tout,2_moyennement,Non renseigné,1_un peu,0_pas_du_tout,Non renseigné,Non renseigné,NA
801,40,homme,172.84537810979722,Oui,4_énormément,3_beaucoup,4_énormément,0_pas_du_tout,3_beaucoup,Non renseigné,4_énormément,Non renseigné,NA
802,70,homme,177.58478714426678,Oui,2_moyennement,4_énormément,1_un peu,0_pas_du_tout,Non renseigné,1_un peu,2_moyennement,Non renseigné,NA
803,10,femme,131.18839019256333,Oui,2_moyennement,0_pas_du_tout,0_pas_du_tout,2_moyennement,2_moyennement,2_moyennement,4_énormément,0_pas_du_tout,NA
804,80,NA,168.40529346432157,Oui,2_moyennement,Non renseigné,1_un peu,2_moyennement,4_énormément,3_beaucoup,Non renseigné,Non renseigné,NA
805,78,NA,171.1194297853586,Non renseigné,2_moyennement,1_un peu,4_énormément,0_pas_du_tout,4_énormément,4_énormément,Non renseigné,Non renseigné,NA
806,53,homme,174.7420126411109,Oui,1_un peu,3_beaucoup,1_un peu,2_moyennement,Non renseigné,2_moyennement,Non renseigné,4_énormément,NA
807,56,femme,159.20486837188815,Non,3_beaucoup,2_moyennement,Non renseigné,0_pas_du_tout,1_un peu,3_beaucoup,Non renseigné,Non renseigné,NA
808,42,homme,161.79912233615187,Non,2_moyennement,Non renseigné,4_énormément,Non renseigné,Non renseigné,Non renseigné,4_énormément,Non renseigné,NA
809,47,femme,169.12349573485886,Non renseigné,4_énormément,4_énormément,3_beaucoup,1_un peu,3_beaucoup,3_beaucoup,0_pas_du_tout,Non renseigné,NA
810,54,homme,168.89542604348833,Non renseigné,Non renseigné,0_pas_du_tout,1_un peu,0_pas_du_tout,4_énormément,3_beaucoup,Non renseigné,1_un peu,NA
811,14,homme,150.58851038779886,Non renseigné,Non renseigné,3_beaucoup,2_moyennement,2_moyennement,Non renseigné,3_beaucoup,Non renseigné,Non renseigné,NA
812,63,femme,163.0787801198161,Non renseigné,2_moyennement,Non renseigné,1_un peu,0_pas_du_tout,3_beaucoup,4_énormément,3_beaucoup,Non renseigné,NA
813,72,femme,160.71786915734663,Non,0_pas_du_tout,Non renseigné,0_pas_du_tout,Non renseigné,3_beaucoup,4_énormément,3_beaucoup,Non renseigné,NA
814,13,femme,145.48432572897565,Non renseigné,0_pas_du_tout,4_énormément,0_pas_du_tout,0_pas_du_tout,4_énormément,0_pas_du_tout,0_pas_du_tout,Non renseigné,NA
815,43,femme,161.80310068301546,Non renseigné,4_énormément,3_beaucoup,3_beaucoup,0_pas_du_tout,Non renseigné,4_énormément,0_pas_du_tout,Non renseigné,NA
816,33,femme,NA,Non,4_énormément,2_moyennement,1_un peu,0_pas_du_tout,Non renseigné,1_un peu,0_pas_du_tout,4_énormément,NA
817,71,femme,163.6215824753392,Non renseigné,2_moyennement,4_énormément,0_pas_du_tout,3_beaucoup,Non renseigné,2_moyennement,Non renseigné,2_moyennement,NA
818,43,femme,163.2173238604951,Non renseigné,3_beaucoup,4_énormément,4_énormément,4_énormément,Non renseigné,3_beaucoup,0_pas_du_tout,0_pas_du_tout,NA
819,39,femme,164.69641513727498,Non,2_moyennement,1_un peu,1_un peu,4_énormément,4_énormément,4_énormément,4_énormément,Non renseigné,NA
820,71,NA,NA,Non renseigné,4_énormément,0_pas_du_tout,1_un peu,Non renseigné,Non renseigné,Non renseigné,3_beaucoup,3_beaucoup,NA
821,58,femme,164.59043661255333,Non,0_pas_du_tout,Non renseigné,3_beaucoup,2_moyennement,1_un peu,Non renseigné,Non renseigné,Non renseigné,NA
822,46,femme,163.6710028163407,Non renseigné,2_moyennement,2_moyennement,2_moyennement,1_un peu,3_beaucoup,Non renseigné,3_beaucoup,1_un peu,NA
823,38,homme,171.80151189685347,Non renseigné,1_un peu,3_beaucoup,0_pas_du_tout,2_moyennement,1_un peu,4_énormément,Non renseigné,Non renseigné,NA
824,20,homme,164.25867373394627,Non renseigné,Non renseigné,4_énormément,Non renseigné,4_énormément,1_un peu,3_beaucoup,1_un peu,Non renseigné,NA
825,34,non binaire,NA,Non,1_un peu,4_énormément,4_énormément,2_moyennement,1_un peu,1_un peu,4_énormément,Non renseigné,NA
826,12,femme,140.19821217323897,Non renseigné,1_un peu,4_énormément,2_moyennement,0_pas_du_tout,3_beaucoup,0_pas_du_tout,3_beaucoup,1_un peu,NA
827,25,femme,156.49146569273753,Non renseigné,2_moyennement,3_beaucoup,4_énormément,0_pas_du_tout,4_énormément,1_un peu,0_pas_du_tout,2_moyennement,NA
828,32,femme,NA,Oui,4_énormément,Non renseigné,0_pas_du_tout,0_pas_du_tout,Non renseigné,2_moyennement,4_énormément,Non renseigné,NA
829,NA,femme,174.0995110034888,Non,2_moyennement,3_beaucoup,2_moyennement,0_pas_du_tout,3_beaucoup,4_énormément,1_un peu,Non renseigné,NA
830,18,homme,170.20946147488365,Oui,Non renseigné,2_moyennement,3_beaucoup,Non renseigné,3_beaucoup,Non renseigné,Non renseigné,2_moyennement,NA
831,75,femme,169.40108660392008,Non,0_pas_du_tout,0_pas_du_tout,4_énormément,Non renseigné,1_un peu,Non renseigné,3_beaucoup,2_moyennement,NA
832,75,homme,167.44644701279873,Oui,0_pas_du_tout,2_moyennement,2_moyennement,4_énormément,2_moyennement,3_beaucoup,0_pas_du_tout,Non renseigné,NA
833,61,femme,165.42407051255316,Non renseigné,0_pas_du_tout,0_pas_du_tout,2_moyennement,3_beaucoup,Non renseigné,Non renseigné,4_énormément,Non renseigné,NA
834,26,femme,158.02086676788932,Non,Non renseigné,Non renseigné,2_moyennement,2_moyennement,4_énormément,2_moyennement,Non renseigné,Non renseigné,NA
835,15,femme,154.24454854197506,Non,3_beaucoup,4_énormément,3_beaucoup,0_pas_du_tout,1_un peu,3_beaucoup,2_moyennement,2_moyennement,NA
836,41,homme,168.62526309840615,Non renseigné,3_beaucoup,0_pas_du_tout,1_un peu,1_un peu,0_pas_du_tout,2_moyennement,Non renseigné,2_moyennement,NA
837,38,femme,158.7270365764689,Oui,4_énormément,3_beaucoup,1_un peu,Non renseigné,1_un peu,3_beaucoup,1_un peu,0_pas_du_tout,NA
838,36,homme,165.1765101784432,Oui,Non renseigné,0_pas_du_tout,4_énormément,0_pas_du_tout,4_énormément,2_moyennement,0_pas_du_tout,0_pas_du_tout,NA
839,5,femme,104.36662821249365,Non,4_énormément,2_moyennement,3_beaucoup,Non renseigné,Non renseigné,1_un peu,2_moyennement,Non renseigné,NA
840,36,femme,163.1085021831786,Non renseigné,Non renseigné,0_pas_du_tout,3_beaucoup,1_un peu,1_un peu,4_énormément,3_beaucoup,Non renseigné,NA
841,NA,homme,NA,Non renseigné,1_un peu,1_un peu,3_beaucoup,0_pas_du_tout,2_moyennement,Non renseigné,4_énormément,Non renseigné,NA
842,5,femme,105.75060924443717,Non renseigné,0_pas_du_tout,4_énormément,0_pas_du_tout,0_pas_du_tout,4_énormément,Non renseigné,1_un peu,Non renseigné,NA
843,33,femme,164.07024383462627,Non,4_énormément,2_moyennement,3_beaucoup,0_pas_du_tout,3_beaucoup,Non renseigné,0_pas_du_tout,Non renseigné,NA
844,40,femme,NA,Oui,1_un peu,2_moyennement,0_pas_du_tout,3_beaucoup,1_un peu,4_énormément,0_pas_du_tout,4_énormément,NA
845,49,NA,168.96026008729433,Oui,0_pas_du_tout,Non renseigné,1_un peu,3_beaucoup,2_moyennement,3_beaucoup,Non renseigné,0_pas_du_tout,NA
846,41,femme,172.66630117071168,Non,1_un peu,2_moyennement,0_pas_du_tout,3_beaucoup,Non renseigné,4_énormément,0_pas_du_tout,Non renseigné,NA
847,35,homme,169.35534339134918,Non renseigné,1_un peu,3_beaucoup,0_pas_du_tout,2_moyennement,2_moyennement,4_énormément,1_un peu,Non renseigné,NA
848,70,homme,164.0866016959537,Oui,0_pas_du_tout,1_un peu,0_pas_du_tout,0_pas_du_tout,2_moyennement,3_beaucoup,1_un peu,1_un peu,NA
849,55,femme,161.1203696038062,Non,0_pas_du_tout,1_un peu,1_un peu,2_moyennement,1_un peu,3_beaucoup,4_énormément,2_moyennement,NA
850,66,homme,181.02878507728198,Oui,0_pas_du_tout,4_énormément,1_un peu,Non renseigné,Non renseigné,Non renseigné,4_énormément,0_pas_du_tout,NA
851,23,non binaire,NA,Oui,3_beaucoup,4_énormément,0_pas_du_tout,3_beaucoup,2_moyennement,0_pas_du_tout,4_énormément,Non renseigné,NA
852,62,homme,165.08542631898004,Non renseigné,4_énormément,2_moyennement,3_beaucoup,2_moyennement,3_beaucoup,3_beaucoup,4_énormément,3_beaucoup,NA
853,NA,femme,164.20507623095793,Non renseigné,1_un peu,3_beaucoup,3_beaucoup,0_pas_du_tout,4_énormément,Non renseigné,2_moyennement,4_énormément,NA
854,34,femme,158.54521603202005,Non renseigné,0_pas_du_tout,0_pas_du_tout,1_un peu,1_un peu,Non renseigné,3_beaucoup,4_énormément,4_énormément,NA
855,7,non binaire,114.50752024207016,Oui,Non renseigné,2_moyennement,3_beaucoup,0_pas_du_tout,0_pas_du_tout,Non renseigné,1_un peu,Non renseigné,NA
856,19,homme,171.48417890771339,Oui,1_un peu,2_moyennement,1_un peu,1_un peu,Non renseigné,1_un peu,3_beaucoup,Non renseigné,NA
857,59,femme,171.04599570742116,Non renseigné,2_moyennement,2_moyennement,1_un peu,2_moyennement,2_moyennement,Non renseigné,1_un peu,Non renseigné,NA
858,48,homme,NA,Oui,0_pas_du_tout,0_pas_du_tout,Non renseigné,1_un peu,Non renseigné,4_énormément,1_un peu,Non renseigné,NA
859,61,femme,161.95305245643047,Non,Non renseigné,4_énormément,1_un peu,Non renseigné,Non renseigné,Non renseigné,Non renseigné,Non renseigné,NA
860,29,femme,160.35430129068317,Non,4_énormément,2_moyennement,1_un peu,0_pas_du_tout,4_énormément,1_un peu,0_pas_du_tout,Non renseigné,NA
861,40,NA,178.637261545445,Oui,0_pas_du_tout,2_moyennement,0_pas_du_tout,Non renseigné,3_beaucoup,Non renseigné,Non renseigné,1_un peu,NA
862,37,femme,NA,Non renseigné,0_pas_du_tout,1_un peu,4_énormément,1_un peu,Non renseigné,2_moyennement,3_beaucoup,1_un peu,NA
863,23,femme,164.62308444890522,Non,4_énormément,3_beaucoup,3_beaucoup,0_pas_du_tout,4_énormément,4_énormément,Non renseigné,3_beaucoup,NA
864,14,homme,149.6422629850792,Oui,Non renseigné,3_beaucoup,0_pas_du_tout,Non renseigné,2_moyennement,4_énormément,0_pas_du_tout,2_moyennement,NA
865,35,femme,170.45484081348434,Non renseigné,3_beaucoup,3_beaucoup,0_pas_du_tout,1_un peu,2_moyennement,1_un peu,Non renseigné,3_beaucoup,NA
866,73,femme,168.5915210338316,Non,1_un peu,4_énormément,0_pas_du_tout,0_pas_du_tout,3_beaucoup,3_beaucoup,3_beaucoup,0_pas_du_tout,NA
867,NA,NA,160.92508662902105,Non renseigné,Non renseigné,1_un peu,0_pas_du_tout,3_beaucoup,1_un peu,Non renseigné,4_énormément,4_énormément,NA
868,63,homme,177.80947180227432,Oui,2_moyennement,2_moyennement,4_énormément,Non renseigné,0_pas_du_tout,Non renseigné,4_énormément,0_pas_du_tout,NA
869,NA,femme,166.39524680737824,Non renseigné,2_moyennement,1_un peu,3_beaucoup,0_pas_du_tout,4_énormément,Non renseigné,Non renseigné,Non renseigné,NA
870,42,femme,160.92747570737086,Non renseigné,1_un peu,2_moyennement,3_beaucoup,0_pas_du_tout,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,NA
871,36,femme,166.12681309821394,Non,3_beaucoup,Non renseigné,1_un peu,4_énormément,Non renseigné,Non renseigné,0_pas_du_tout,Non renseigné,NA
872,49,NA,168.92714374860003,Non,2_moyennement,3_beaucoup,0_pas_du_tout,2_moyennement,1_un peu,3_beaucoup,1_un peu,Non renseigné,NA
873,NA,femme,158.8116406174601,Non,2_moyennement,4_énormément,1_un peu,3_beaucoup,2_moyennement,4_énormément,0_pas_du_tout,0_pas_du_tout,NA
874,71,femme,169.27722486828233,Non renseigné,Non renseigné,4_énormément,1_un peu,4_énormément,Non renseigné,2_moyennement,2_moyennement,2_moyennement,NA
875,22,NA,172.55392036576848,Non,Non renseigné,1_un peu,0_pas_du_tout,1_un peu,2_moyennement,2_moyennement,Non renseigné,Non renseigné,NA
876,NA,femme,169.41161567624616,Non,0_pas_du_tout,0_pas_du_tout,3_beaucoup,0_pas_du_tout,3_beaucoup,4_énormément,3_beaucoup,Non renseigné,NA
877,56,homme,165.63330763234362,Oui,2_moyennement,2_moyennement,Non renseigné,Non renseigné,4_énormément,1_un peu,4_énormément,Non renseigné,NA
878,10,femme,128.55462159547963,Non renseigné,2_moyennement,0_pas_du_tout,0_pas_du_tout,Non renseigné,2_moyennement,Non renseigné,0_pas_du_tout,Non renseigné,NA
879,55,femme,166.6825315105173,Non,1_un peu,4_énormément,3_beaucoup,4_énormément,2_moyennement,4_énormément,2_moyennement,Non renseigné,NA
880,9,homme,123.14371875363057,Oui,3_beaucoup,1_un peu,3_beaucoup,0_pas_du_tout,Non renseigné,3_beaucoup,Non renseigné,0_pas_du_tout,NA
881,9,non binaire,NA,Oui,2_moyennement,1_un peu,1_un peu,1_un peu,3_beaucoup,Non renseigné,2_moyennement,Non renseigné,NA
882,26,homme,166.66106375485955,Non renseigné,3_beaucoup,4_énormément,Non renseigné,2_moyennement,0_pas_du_tout,2_moyennement,2_moyennement,2_moyennement,NA
883,47,femme,166.15578289101805,Non,3_beaucoup,1_un peu,Non renseigné,4_énormément,1_un peu,4_énormément,4_énormément,1_un peu,NA
884,17,homme,166.67849316294516,Oui,1_un peu,2_moyennement,1_un peu,2_moyennement,Non renseigné,4_énormément,Non renseigné,0_pas_du_tout,NA
885,8,femme,119.81733072983386,Non renseigné,1_un peu,0_pas_du_tout,2_moyennement,0_pas_du_tout,Non renseigné,4_énormément,Non renseigné,Non renseigné,NA
886,20,femme,165.7308185171163,Oui,0_pas_du_tout,1_un peu,NA,0_pas_du_tout,4_énormément,1_un peu,0_pas_du_tout,Non renseigné,NA
887,73,femme,160.95261259700695,Oui,2_moyennement,0_pas_du_tout,1_un peu,0_pas_du_tout,0_pas_du_tout,1_un peu,1_un peu,Non renseigné,NA
888,31,femme,153.4006763051842,Non renseigné,2_moyennement,0_pas_du_tout,4_énormément,0_pas_du_tout,3_beaucoup,1_un peu,Non renseigné,3_beaucoup,NA
889,18,femme,168.74437802593567,Non,1_un peu,0_pas_du_tout,1_un peu,2_moyennement,3_beaucoup,Non renseigné,1_un peu,Non renseigné,NA
890,68,homme,168.92034013409153,Non renseigné,1_un peu,3_beaucoup,1_un peu,1_un peu,1_un peu,Non renseigné,Non renseigné,Non renseigné,NA
891,NA,non binaire,NA,Oui,3_beaucoup,4_énormément,3_beaucoup,1_un peu,4_énormément,4_énormément,2_moyennement,4_énormément,NA
892,65,NA,164.4116040585272,Non renseigné,4_énormément,3_beaucoup,1_un peu,3_beaucoup,1_un peu,2_moyennement,3_beaucoup,Non renseigné,NA
893,49,NA,174.68765165298535,Non renseigné,3_beaucoup,0_pas_du_tout,1_un peu,3_beaucoup,1_un peu,1_un peu,0_pas_du_tout,1_un peu,NA
894,48,homme,160.20128801450326,Oui,2_moyennement,3_beaucoup,Non renseigné,0_pas_du_tout,3_beaucoup,Non renseigné,1_un peu,1_un peu,NA
895,73,femme,156.39606285408064,Non renseigné,2_moyennement,3_beaucoup,0_pas_du_tout,3_beaucoup,4_énormément,4_énormément,3_beaucoup,1_un peu,NA
896,9,femme,123.31492916138826,Oui,4_énormément,0_pas_du_tout,0_pas_du_tout,2_moyennement,1_un peu,4_énormément,1_un peu,4_énormément,NA
897,NA,NA,NA,Non,3_beaucoup,1_un peu,1_un peu,4_énormément,Non renseigné,0_pas_du_tout,0_pas_du_tout,1_un peu,NA
898,10,NA,131.0782788561933,Non,2_moyennement,2_moyennement,1_un peu,2_moyennement,3_beaucoup,3_beaucoup,0_pas_du_tout,1_un peu,NA
899,31,femme,162.36375974548756,Oui,1_un peu,1_un peu,3_beaucoup,0_pas_du_tout,0_pas_du_tout,3_beaucoup,0_pas_du_tout,4_énormément,NA
900,73,femme,160.2567659090395,Non,4_énormément,1_un peu,4_énormément,0_pas_du_tout,Non renseigné,4_énormément,Non renseigné,Non renseigné,NA
901,63,femme,158.3395230392679,Non,0_pas_du_tout,1_un peu,1_un peu,0_pas_du_tout,3_beaucoup,1_un peu,2_moyennement,2_moyennement,NA
902,70,femme,157.25613028056142,Non,4_énormément,2_moyennement,2_moyennement,0_pas_du_tout,3_beaucoup,2_moyennement,3_beaucoup,Non renseigné,NA
903,5,femme,NA,Non,2_moyennement,Non renseigné,Non renseigné,Non renseigné,4_énormément,2_moyennement,2_moyennement,Non renseigné,NA
904,19,homme,167.34408209956146,Oui,0_pas_du_tout,3_beaucoup,0_pas_du_tout,0_pas_du_tout,Non renseigné,1_un peu,1_un peu,Non renseigné,NA
905,74,NA,172.7728238432935,Non renseigné,1_un peu,3_beaucoup,2_moyennement,1_un peu,2_moyennement,3_beaucoup,4_énormément,2_moyennement,NA
906,62,femme,162.0480667878806,Non renseigné,4_énormément,Non renseigné,1_un peu,0_pas_du_tout,3_beaucoup,Non renseigné,Non renseigné,Non renseigné,NA
907,32,homme,189.03087371984648,Non renseigné,1_un peu,2_moyennement,3_beaucoup,0_pas_du_tout,3_beaucoup,2_moyennement,0_pas_du_tout,4_énormément,NA
908,62,femme,174.25750012144366,Non,2_moyennement,3_beaucoup,1_un peu,4_énormément,Non renseigné,1_un peu,1_un peu,2_moyennement,NA
909,41,homme,174.23812654458914,Non renseigné,2_moyennement,3_beaucoup,3_beaucoup,2_moyennement,3_beaucoup,1_un peu,4_énormément,0_pas_du_tout,NA
910,45,femme,166.35396066448544,Non renseigné,4_énormément,4_énormément,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,4_énormément,3_beaucoup,3_beaucoup,NA
911,41,femme,161.17766736120043,Non renseigné,2_moyennement,3_beaucoup,Non renseigné,0_pas_du_tout,3_beaucoup,Non renseigné,0_pas_du_tout,Non renseigné,NA
912,19,femme,165.13722489348143,Non renseigné,1_un peu,4_énormément,3_beaucoup,4_énormément,4_énormément,4_énormément,1_un peu,1_un peu,NA
913,74,femme,160.88364372870384,Non,1_un peu,Non renseigné,2_moyennement,3_beaucoup,Non renseigné,3_beaucoup,Non renseigné,Non renseigné,NA
914,12,femme,141.38036527323027,Non renseigné,4_énormément,4_énormément,2_moyennement,4_énormément,3_beaucoup,2_moyennement,Non renseigné,2_moyennement,NA
915,60,NA,171.9225658904657,Non renseigné,3_beaucoup,0_pas_du_tout,1_un peu,Non renseigné,Non renseigné,Non renseigné,3_beaucoup,Non renseigné,NA
916,39,femme,165.52580053245316,Non renseigné,0_pas_du_tout,3_beaucoup,1_un peu,0_pas_du_tout,Non renseigné,2_moyennement,3_beaucoup,Non renseigné,NA
917,76,femme,165.30279106203508,Non renseigné,1_un peu,Non renseigné,0_pas_du_tout,0_pas_du_tout,Non renseigné,3_beaucoup,4_énormément,4_énormément,NA
918,44,femme,173.77486846445265,Non,2_moyennement,4_énormément,4_énormément,4_énormément,4_énormément,1_un peu,Non renseigné,Non renseigné,NA
919,52,homme,168.20542342833846,Non renseigné,Non renseigné,Non renseigné,2_moyennement,0_pas_du_tout,3_beaucoup,3_beaucoup,3_beaucoup,3_beaucoup,NA
920,19,homme,174.00865488687558,Oui,2_moyennement,4_énormément,0_pas_du_tout,2_moyennement,4_énormément,4_énormément,1_un peu,Non renseigné,NA
921,79,homme,171.58051416679564,Non,1_un peu,1_un peu,0_pas_du_tout,2_moyennement,1_un peu,1_un peu,4_énormément,0_pas_du_tout,NA
922,20,femme,168.82456913033,Oui,3_beaucoup,2_moyennement,NA,1_un peu,3_beaucoup,4_énormément,Non renseigné,0_pas_du_tout,NA
923,26,homme,172.65427988329876,Oui,1_un peu,4_énormément,4_énormément,3_beaucoup,Non renseigné,2_moyennement,0_pas_du_tout,Non renseigné,NA
924,78,non binaire,NA,Non,2_moyennement,4_énormément,4_énormément,4_énormément,4_énormément,1_un peu,3_beaucoup,Non renseigné,NA
925,54,femme,165.02680419183073,Non,4_énormément,0_pas_du_tout,0_pas_du_tout,3_beaucoup,2_moyennement,3_beaucoup,1_un peu,Non renseigné,NA
926,5,femme,105.77194113098,Non,Non renseigné,3_beaucoup,1_un peu,4_énormément,3_beaucoup,2_moyennement,0_pas_du_tout,Non renseigné,NA
927,30,femme,163.04520071069211,Non,1_un peu,2_moyennement,2_moyennement,2_moyennement,Non renseigné,4_énormément,4_énormément,Non renseigné,NA
